trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
173,False,"{'a': 0.8411376148446232, 'e': 0.17728440996987782}",20,6,23.201705073001584,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
174,False,"{'a': 0.8402968976584314, 'e': 0.1755204006169969}",25,0,1.7394052928403283,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
175,False,"{'a': 0.8394570207692074, 'e': 0.17377394345044514}",25,14,21.570412480060853,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
176,False,"{'a': 0.838617983337074, 'e': 0.17204486382305054}",35,15,-14.952109753587774,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
177,False,"{'a': 0.8377797845229938, 'e': 0.17033298882540945}",30,16,3.831280743772763,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
178,False,"{'a': 0.8369424234887681, 'e': 0.16863814726859552}",20,5,28.008444426658656,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
179,False,"{'a': 0.8361058993970355, 'e': 0.16696016966704072}",20,13,13.400752294578078,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
180,False,"{'a': 0.835270211411272, 'e': 0.16529888822158656}",25,13,21.272143494894085,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
181,False,"{'a': 0.8344353586957896, 'e': 0.16365413680270408}",25,15,9.151370041771017,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
182,False,"{'a': 0.8336013404157353, 'e': 0.16202575093388077}",20,14,9.391740972292787,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
183,False,"{'a': 0.832768155737091, 'e': 0.16041356777517277}",20,12,15.375481736245474,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
184,False,"{'a': 0.8319358038266718, 'e': 0.1588174261069207}",25,10,18.540389580983756,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
185,False,"{'a': 0.8311042838521256, 'e': 0.1572371663136276}",20,5,23.046238889353575,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
186,False,"{'a': 0.8302735949819328, 'e': 0.1556726303679973}",30,16,-17.48014582694571,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
187,False,"{'a': 0.8294437363854039, 'e': 0.15412366181513143}",30,8,30.87555355352967,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
188,False,"{'a': 0.8286147072326806, 'e': 0.15259010575688386}",20,0,26.554833082379268,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
189,False,"{'a': 0.8277865066947336, 'e': 0.15107180883637084}",25,15,-49.27700401595549,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 1}",1
190,False,"{'a': 0.8269591339433623, 'e': 0.14956861922263504}",30,13,-26.173984800813344,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
191,False,"{'a': 0.8261325881511938, 'e': 0.14808038659546244}",20,11,13.597947744804182,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
192,False,"{'a': 0.8253068684916824, 'e': 0.14660696213035015}",20,8,23.25834410840562,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
193,False,"{'a': 0.8244819741391082, 'e': 0.14514819848362376}",30,12,33.21805623101511,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
194,False,"{'a': 0.8236579042685769, 'e': 0.14370394977770296}",20,8,12.444382077438231,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
195,False,"{'a': 0.8228346580560184, 'e': 0.1422740715865136}",30,12,-59.99600353534297,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 2}",1
196,False,"{'a': 0.8220122346781865, 'e': 0.140858420921045}",20,5,25.852331607281492,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
197,False,"{'a': 0.821190633312658, 'e': 0.13945685621505094}",20,0,4.94422396085047,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
198,False,"{'a': 0.8203698531378311, 'e': 0.13806923731089282}",20,13,14.384999132889963,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
199,False,"{'a': 0.8195498933329256, 'e': 0.13669542544552388}",25,13,20.11158507929522,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
200,False,"{'a': 0.8187307530779818, 'e': 0.1353352832366127}",25,16,17.968430819771587,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
201,False,"{'a': 0.8179124315538594, 'e': 0.13398867466880496}",25,18,9.598699418232531,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
202,False,"{'a': 0.8170949279422366, 'e': 0.13265546508012174}",25,13,25.089904418521286,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
203,False,"{'a': 0.8162782414256099, 'e': 0.13133552114849306}",20,12,14.128881553605185,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
204,False,"{'a': 0.8154623711872927, 'e': 0.13002871087842593}",30,20,21.198143923404057,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
205,False,"{'a': 0.8146473164114145, 'e': 0.12873490358780426}",20,10,14.108991795036445,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
206,False,"{'a': 0.8138330762829207, 'e': 0.12745396989482075}",25,7,21.529241001458647,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
207,False,"{'a': 0.813019649987571, 'e': 0.12618578170503877}",25,0,18.208059284338802,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
208,False,"{'a': 0.8122070367119391, 'e': 0.12493021219858243}",20,4,25.817838815788903,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
209,False,"{'a': 0.8113952356434114, 'e': 0.12368713581745484}",25,5,-54.99204521511499,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",1
210,False,"{'a': 0.8105842459701871, 'e': 0.12245642825298192}",20,5,26.03529129889478,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
211,False,"{'a': 0.8097740668812763, 'e': 0.1212379664333817}",25,0,33.29044004099684,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
212,False,"{'a': 0.8089646975664999, 'e': 0.12003162851145674}",25,14,5.696192374538811,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
213,False,"{'a': 0.8081561372164884, 'e': 0.11883729385240967}",30,16,24.570655836325344,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
214,False,"{'a': 0.8073483850226815, 'e': 0.1176548430217792}",30,24,13.19548828173421,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
215,False,"{'a': 0.8065414401773269, 'e': 0.11648415777349698}",35,5,35.13910159627115,"{0: 28, 1: 1, 2: 1, 3: 0, 4: 0}",1
216,False,"{'a': 0.8057353018734796, 'e': 0.11532512103806253}",20,6,25.860604494075545,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
217,False,"{'a': 0.8049299693050015, 'e': 0.11417761691083651}",20,8,21.325823944997794,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
218,False,"{'a': 0.8041254416665596, 'e': 0.11304153064044986}",20,0,9.423910646047522,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
219,False,"{'a': 0.8033217181536265, 'e': 0.11191674861732889}",20,14,12.696490251116515,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
220,False,"{'a': 0.8025187979624785, 'e': 0.11080315836233387}",25,13,6.833592189402935,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
221,False,"{'a': 0.8017166802901953, 'e': 0.10970064851551142}",30,20,16.221756456515056,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
222,False,"{'a': 0.8009153643346592, 'e': 0.10860910882495797}",20,10,6.686509398155698,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
223,False,"{'a': 0.8001148492945541, 'e': 0.10752843013579497}",25,10,-15.016602334978089,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
224,False,"{'a': 0.7993151343693651, 'e': 0.10645850437925282}",30,4,14.752592787413006,"{0: 23, 1: 1, 2: 2, 3: 0, 4: 0}",1
225,False,"{'a': 0.7985162187593771, 'e': 0.10539922456186435}",20,10,8.99064012703971,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
226,False,"{'a': 0.7977181016656743, 'e': 0.10435048475476501}",25,19,12.366587910683045,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
227,False,"{'a': 0.7969207822901396, 'e': 0.10331218008310021}",30,17,21.843766717917685,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
228,False,"{'a': 0.7961242598354538, 'e': 0.10228420671553745}",25,11,16.555407360894602,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
229,False,"{'a': 0.795328533505094, 'e': 0.10126646185388341}",20,15,-1.8489928951400976,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
230,False,"{'a': 0.794533602503334, 'e': 0.10025884372280372}",25,13,24.748364601071142,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
231,False,"{'a': 0.7937394660352428, 'e': 0.09926125155964566}",25,14,22.738506431169196,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
232,False,"{'a': 0.7929461233066837, 'e': 0.09827358560436156}",25,16,15.216214004157482,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
233,False,"{'a': 0.792153573524314, 'e': 0.09729574708953277}",25,20,8.002496022484106,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
234,False,"{'a': 0.7913618158955839, 'e': 0.09632763823049305}",25,17,18.924009309943038,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
235,False,"{'a': 0.7905708496287356, 'e': 0.09536916221554963}",30,10,20.78698096923661,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",1
236,False,"{'a': 0.7897806739328027, 'e': 0.09442022319630236}",25,18,9.263401048496654,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 0.7889912880176096, 'e': 0.09348072627805848}",25,14,20.566168353622334,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
238,False,"{'a': 0.7882026910937704, 'e': 0.0925505775103433}",25,17,17.47424899053861,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
239,False,"{'a': 0.7874148823726879, 'e': 0.09162968387750485}",20,2,20.463873249200653,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
240,False,"{'a': 0.7866278610665535, 'e': 0.09071795328941253}",30,5,31.738369827251077,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
241,False,"{'a': 0.7858416263883455, 'e': 0.08981529457224764}",20,0,26.877388450433322,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
242,False,"{'a': 0.7850561775518295, 'e': 0.08892161745938636}",25,18,16.145391856529567,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
243,False,"{'a': 0.7842715137715565, 'e': 0.08803683258237256}",35,22,22.807279647362783,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
244,False,"{'a': 0.7834876342628625, 'e': 0.08716085146198131}",20,1,27.739918046080458,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
245,False,"{'a': 0.7827045382418681, 'e': 0.08629358649937051}",20,10,16.24306133997448,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
246,False,"{'a': 0.7819222249254772, 'e': 0.08543495096732125}",25,16,18.221459322456788,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
247,False,"{'a': 0.7811406935313765, 'e': 0.0845848590015647}",20,13,1.1544669152484197,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
248,False,"{'a': 0.7803599432780343, 'e': 0.08374322559219596}",35,6,33.45778755232917,"{0: 28, 1: 0, 2: 1, 3: 0, 4: 0}",1
249,False,"{'a': 0.7795799733847004, 'e': 0.08290996657517267}",20,10,-22.41355798640921,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
250,False,"{'a': 0.7788007830714049, 'e': 0.0820849986238988}",25,2,12.524470226491102,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 0}",1
251,False,"{'a': 0.7780223715589574, 'e': 0.08126823924089169}",20,12,17.675871389415697,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
252,False,"{'a': 0.7772447380689461, 'e': 0.08045960674953244}",20,9,21.29709607653534,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
253,False,"{'a': 0.7764678818237378, 'e': 0.07965902028589801}",20,10,20.349564388897623,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
254,False,"{'a': 0.775691802046476, 'e': 0.07886639979067496}",20,14,11.005810530609567,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
255,False,"{'a': 0.774916497961081, 'e': 0.07808166600115314}",20,13,10.876029511491813,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.7741419687922484, 'e': 0.07730474044329975}",25,9,31.74929870285302,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
257,False,"{'a': 0.7733682137654491, 'e': 0.07653554542391153}",25,11,25.742590398760708,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.772595232106928, 'e': 0.07577400402284548}",30,18,21.774456411233043,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
259,False,"{'a': 0.7718230230437035, 'e': 0.07502004008532698}",20,6,21.266493433013363,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.7710515858035663, 'e': 0.07427357821433389}",25,8,32.56603332735657,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.7702809196150792, 'e': 0.07353454376305711}",20,13,12.395705626468848,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
262,False,"{'a': 0.7695110237075758, 'e': 0.0728028628274356}",20,16,6.418968245981778,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.7687418973111603, 'e': 0.07207846223876611}",20,16,7.485395091973212,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
264,False,"{'a': 0.7679735396567062, 'e': 0.07136126955638607}",20,9,18.473802316642498,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
265,False,"{'a': 0.7672059499758557, 'e': 0.0706512130604296}",20,0,30.532004309899857,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
266,False,"{'a': 0.7664391275010192, 'e': 0.06994822174465536}",20,8,21.68645847964106,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 0.7656730714653739, 'e': 0.069252225309346}",35,23,16.932231569750563,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.7649077811028641, 'e': 0.06856315415427792}",25,15,19.661159449421923,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
269,False,"{'a': 0.764143255648199, 'e': 0.06788093937176144}",30,4,12.487605976254436,"{0: 23, 1: 1, 2: 2, 3: 0, 4: 0}",1
270,False,"{'a': 0.7633794943368531, 'e': 0.06720551273974976}",25,7,20.56155956297963,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
271,False,"{'a': 0.7626164964050653, 'e': 0.06653680671501687}",25,16,20.867193864054375,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.7618542610898376, 'e': 0.06587475442640296}",25,16,20.43327543031924,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.7610927876289343, 'e': 0.06521928966812754}",35,17,34.43551450542941,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.7603320752608821, 'e': 0.06457034689316848}",20,14,9.280029849012323,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.7595721232249685, 'e': 0.06392786120670758}",30,7,0.655793153151254,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 1}",1
276,False,"{'a': 0.7588129307612415, 'e': 0.06329176835964072}",30,14,22.448399224885783,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.7580544971105083, 'e': 0.06266200474215317}",20,9,17.841955876723794,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.7572968215143355, 'e': 0.062038507377358304}",20,2,29.580916277243574,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.7565399032150474, 'e': 0.061421213915000133}",20,8,22.078730167488178,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.7557837414557255, 'e': 0.06081006262521796}",20,8,22.58329223798113,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.755028335480208, 'e': 0.06020499239237355}",20,3,29.803301258510192,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.754273684533089, 'e': 0.059605942708939375}",30,18,10.572566412464196,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",20,3,23.94236965644,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",30,19,21.129428154054445,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",25,15,16.34821846840555,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",20,14,8.580442873833055,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",25,19,10.19914509072808,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",30,16,20.525583540339372,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",20,6,22.84933653309131,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",20,16,7.339282904003507,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",25,14,22.530195612900012,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",25,0,33.842942932370846,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
11,True,"{'a': 0, 'e': 0}",25,20,10.120803913443886,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
12,True,"{'a': 0, 'e': 0}",20,7,24.182982808285416,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
13,True,"{'a': 0, 'e': 0}",25,16,17.712815772515988,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,True,"{'a': 0, 'e': 0}",30,16,22.709883600648396,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
15,True,"{'a': 0, 'e': 0}",25,16,16.098447995358168,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
16,True,"{'a': 0, 'e': 0}",25,11,29.289625081817405,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,True,"{'a': 0, 'e': 0}",35,18,31.922328740568773,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,True,"{'a': 0, 'e': 0}",20,0,31.172715445576873,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
19,True,"{'a': 0, 'e': 0}",25,2,40.050019215833466,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
20,True,"{'a': 0, 'e': 0}",35,20,27.54130039877125,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
