Date,Open,High,Low,Adj Close,Volume,Prev Day OI,Prev Day Volume
2014-03-05,1870.75,1875.5,1867.75,1872.5,,3183505,1750397
2014-03-05,1863.5,1868.25,1860.75,1865.25,,114771,18028
2014-03-05,1854.5,1861.25,1854.25,1858.5,,2633,115
2014-03-05,1854,1854,1848.5,1851.25,,160,4
2014-03-06,1873.75,1881,1871,1876.25,,3181131,1254803
2014-03-06,1866,1874,1864.25,1869,,129306,27182
2014-03-06,1858.5,1866.75,1857.5,1862,,2627,63
2014-03-06,1855.5,1858,1855,1855,,162,2
2014-03-07,1876.25,1887.5,1869.25,1878,,3146004,1283006
2014-03-07,1869.5,1880.5,1862.25,1871,,163414,46447
2014-03-07,1863.25,1873,1855.75,1864,,2659,261
2014-03-07,1856.5,1857.5,1856.5,1856.5,,166,7
2014-03-10,1875.5,1878.75,1865.75,1877.25,,3104782,1756169
2014-03-10,1868.75,1871.75,1858.75,1870,,188304,49223
2014-03-10,1857.25,1864.25,1851.75,1862.75,,2664,198
2014-03-10,1848,1855.5,1848,1855.5,,169,3
2014-03-11,1876.25,1882.25,1863,1865.25,,3080700,1167755
2014-03-11,1869.5,1875,1855.75,1858,,227903,67815
2014-03-11,1863.25,1866.75,1848,1851,,2694,231
2014-03-11,1850,1850,1843.5,1843.5,,170,7
2014-03-12,1864.75,1869,1853.75,1867.75,,3050825,1609666
2014-03-12,1857.5,1861.75,1846.75,1860.75,,314285,156638
2014-03-12,1850.25,1854.25,1839.5,1853.5,,3176,1176
2014-03-12,1839.5,1846,1834,1846,,221,70
2014-03-13,1868.75,1875,1841.5,1846.75,,3000644,1666288
2014-03-13,1861.5,1867.75,1834.5,1839.75,,456005,220481
2014-03-13,1856.75,1860.25,1827.5,1832.5,,3156,505
2014-03-13,1849.25,1851.5,1821.5,1825.25,,472,275
2014-03-14,1847.25,1853,1839,1840,,2574695,2346907
2014-03-14,1840,1846.25,1832,1833,,935257,1144194
2014-03-14,1833.25,1838.5,1825,1825.75,,3175,551
2014-03-14,1830,1831,1818.5,1818.5,,475,5
2014-03-17,1839.5,1862.75,1830.5,1857.75,,2120009,1309202
2014-03-17,1832.25,1855.75,1823.5,1850.75,,1552144,2197833
2014-03-17,1825.5,1848.25,1816.75,1843.5,,3346,518
2014-03-17,1816.75,1840.5,1810,1836.25,,499,48
2014-03-18,1858.75,1874,1852.5,1870.75,,1781171,797416
2014-03-18,1851.75,1867,1845.5,1863.75,,2004732,1854428
2014-03-18,1845.75,1859.5,1838.75,1856.5,,3604,688
2014-03-18,1842.5,1851.75,1832,1849.25,,516,30
2014-03-19,1871,1874.5,1849.5,1859.75,,1349263,871094
2014-03-19,1864,1867.5,1842,1852.25,,2525016,2054342
2014-03-19,1855.75,1860,1835.25,1845,,3541,634
2014-03-19,1852,1852.75,1828.25,1838,,531,28
2014-03-20,1858.5,1874.25,1852.5,1873.75,,1166011,640709
2014-03-20,1851.25,1866.5,1844.75,1866,,2756352,2004270
2014-03-20,1845.25,1859.75,1837.75,1859,,3582,789
2014-03-20,1834.5,1852,1831,1852,,653,207
2014-03-21,1873,1893.3,1870.75,1893.3,,1074234,344340
2014-03-21,1864.75,1876.75,1855.5,1857,,2814864,1671773
2014-03-21,1857.25,1869.5,1848.5,1850,,3958,855
2014-03-21,1853.5,1862,1841.25,1842.5,,660,43
2014-03-24,1855.5,1866,1841.25,1849.5,,2815873,1750423
2014-03-24,1848.5,1858.75,1834.5,1842.25,,3965,1273
2014-03-24,1842.75,1851.25,1827.5,1835,,656,46
2014-03-25,1850.25,1864.5,1848,1859.25,,2807336,1835881
2014-03-25,1843.5,1857.25,1841,1852,,4114,1360
2014-03-25,1836.5,1847.25,1834,1844.75,,654,28
2014-03-26,1859,1868.75,1841.5,1842.5,,2796385,1657649
2014-03-26,1852.25,1861.5,1834.75,1835.5,,4066,930
2014-03-26,1845,1853.5,1827.5,1828.25,,672,96
2014-03-27,1845,1848.5,1834,1840.5,,2805754,1898746
2014-03-27,1837,1841,1827,1833.5,,4654,2294
2014-03-27,1832,1833.5,1820,1826.25,,1162,540
2014-03-28,1843.5,1859.5,1841.5,1850.5,,2788523,2031166
2014-03-28,1836.5,1852.25,1834.5,1843.25,,4166,2480
2014-03-28,1838,1844.5,1836,1836,,1168,33
2014-03-31,1855,1868,1855,1864.5,,2790968,1502152
2014-03-31,1847.75,1860.75,1847.75,1857.5,,4399,1636
2014-03-31,1842.75,1853,1842.75,1850,,1170,8
2014-04-01,1864.5,1878.75,1862.25,1877.75,,2792893,1572419
2014-04-01,1857.25,1871.5,1855.75,1870.75,,5587,4202
2014-04-01,1856,1863.75,1848.25,1863.25,,1187,68
2014-04-02,1877.75,1886.25,1876.25,1883,,2793964,1213329
2014-04-02,1870.75,1878.75,1869,1875.75,,5843,1938
2014-04-02,1866.25,1871,1862.5,1868.25,,1188,22
2014-04-03,1882.75,1887.5,1875.5,1883,,2797469,1181442
2014-04-03,1875.75,1880,1868.5,1876,,6302,3214
2014-04-03,1867,1872.25,1861.5,1868.5,,1184,92
2014-04-04,1884.25,1892.5,1855.75,1860,,2798619,1239722
2014-04-04,1876.75,1885.25,1849,1853,,6250,1629
2014-04-04,1870,1880,1841.75,1845.5,,1185,8
2014-04-07,1861,1861.75,1834.5,1838,,2782262,2496813
2014-04-07,1853.75,1853.75,1827.5,1831,,6486,3295
2014-04-07,1844.5,1846,1820.5,1823.5,,1183,42
2014-04-08,1840,1849,1830.75,1845,,2772342,2179083
2014-04-08,1834.25,1841.5,1823.75,1837.75,,6823,3863
2014-04-08,1823,1833.5,1816.75,1830.25,,1191,68
2014-04-09,1845,1866.5,1843.75,1864.75,,2752796,1854828
2014-04-09,1837.5,1859,1836.75,1857.5,,6767,4614
2014-04-09,1833.5,1851,1829.5,1850,,1189,27
2014-04-10,1865.75,1867.5,1823.75,1827,,2740044,1414210
2014-04-10,1858.25,1860,1816.75,1819.75,,6839,3431
2014-04-10,1848,1852.25,1809.25,1812.25,,1188,21
2014-04-11,1829.5,1832,1807.25,1811.75,,2782527,2378458
2014-04-11,1819.5,1824.5,1800.25,1804.25,,7824,3165
2014-04-11,1813.5,1816.75,1793,1796.75,,2151,1002
2014-04-14,1806,1828,1803.25,1824.5,,2789974,2527152
2014-04-14,1799,1820.75,1796.25,1817,,9791,6105
2014-04-14,1790,1812.5,1788.75,1809.5,,2165,63
2014-04-15,1825,1844,1809.25,1839.5,,2792211,1885532
2014-04-15,1817.5,1835.75,1802.25,1832.25,,9954,2696
2014-04-15,1808.5,1828,1797,1824.5,,2178,38
2014-04-16,1842.75,1857,1840.5,1852.75,,2795750,2609484
2014-04-16,1834.25,1849.25,1833,1845.5,,10431,5673
2014-04-16,1826.5,1841.25,1826.5,1837.75,,2179,47
2014-04-17,1852.5,1863.75,1847.25,1858,,2757716,1643896
2014-04-17,1844.5,1856,1840,1850.5,,11148,2512
2014-04-17,1835,1848,1832,1843,,2265,126
2014-04-21,1859.25,1865.5,1856.5,1864.5,,2766655,1255343
2014-04-21,1851.25,1858,1849.5,1857,,12450,4764
2014-04-21,1844.25,1850,1842.25,1849.5,,2262,69
2014-04-22,1864.25,1878.75,1860.75,1874,,2766346,533891
2014-04-22,1857,1871,1853.75,1866.5,,11934,1583
2014-04-22,1847,1863,1846.5,1859,,2273,13
2014-04-23,1873,1880.75,1867.5,1873,,2778573,1106460
2014-04-23,1865.75,1872.75,1860.25,1865.5,,12366,1475
2014-04-23,1858,1865.5,1853.5,1858,,2276,29
2014-04-24,1879,1882.5,1863.75,1873,,2789027,1000557
2014-04-24,1872.5,1875,1856.5,1865.75,,12970,2458
2014-04-24,1863.75,1866.75,1849.5,1858.25,,2272,18
2014-04-25,1872.5,1873.75,1853,1860,,2805837,1577086
2014-04-25,1864.5,1866,1846,1852.75,,14088,2998
2014-04-25,1856.5,1856.5,1839,1845.25,,2273,14
2014-04-28,1861.75,1871.75,1844,1866,,2806635,1507792
2014-04-28,1854,1864,1836.75,1858.5,,14458,2203
2014-04-28,1850,1856.25,1830,1851,,2277,26
2014-04-29,1866,1875.25,1865,1871.75,,2816864,2065197
2014-04-29,1858,1867.75,1858,1864.5,,14595,3820
2014-04-29,1855.5,1860,1850.75,1857,,2276,38
2014-04-30,1870.5,1880.25,1866.25,1878,,2835160,1219110
2014-04-30,1863.25,1872.75,1859.25,1870.5,,14711,1826
