Date,Open,High,Low,Close,Volume,Prev Day OI,Prev Day Volume
2011-06-17,1269.5,1282.5,1264.25,1279.4,,978781.0,407054.0
2011-06-16,1266.25,1274.5,1258.0,1269.0,,1120694.0,757016.0
2011-06-15,1288.75,1289.0,1261.25,1265.5,,1300503.0,1067759.0
2011-06-14,1272.0,1292.5,1270.5,1290.0,,1728294.0,798749.0
2011-06-13,1270.0,1277.25,1265.0,1271.5,,2015364.0,1453530.0
2011-06-10,1287.75,1288.75,1267.0,1269.25,,2296072.0,1725026.0
2011-06-09,1277.75,1294.0,1275.25,1287.5,,2671828.0,2695851.0
2011-06-08,1285.0,1287.75,1276.25,1277.0,,2803593.0,2069553.0
2011-06-07,1285.25,1295.5,1282.5,1284.75,,2889057.0,2185300.0
2011-06-06,1298.75,1299.0,1283.25,1285.0,,2930588.0,2677734.0
2011-06-03,1312.25,1313.5,1294.5,1296.25,,2815208.0,2433178.0
2011-06-02,1313.25,1317.75,1304.25,1312.5,,2835132.0,2681845.0
2011-06-01,1344.75,1347.75,1311.25,1312.0,,2815719.0,1927228.0
2011-05-31,1329.75,1345.75,1328.25,1344.0,,2775088.0,1393298.0
2011-05-27,1326.5,1333.75,1324.5,1330.0,,2762061.0,2286732.0
2011-05-26,1316.5,1327.5,1312.5,1326.5,,2780614.0,2100699.0
2011-05-25,1313.0,1324.5,1302.25,1316.5,,2761199.0,1860601.0
2011-05-24,1314.75,1322.5,1311.75,1313.5,,2752316.0,2054242.0
2011-05-23,1326.0,1326.25,1310.75,1315.25,,2719462.0,2248408.0
2011-05-20,1341.5,1344.0,1327.0,1327.75,,2706744.0,1825276.0
2011-05-19,1338.25,1345.5,1334.5,1341.75,,2695103.0,1612220.0
2011-05-18,1326.25,1340.5,1324.5,1338.5,,2688008.0,2292146.0
2011-05-17,1325.25,1332.0,1316.25,1325.5,,2666484.0,2177046.0
2011-05-16,1332.0,1341.25,1324.75,1325.5,,2650027.0,2235430.0
2011-05-13,1347.25,1352.5,1330.5,1334.0,,2647161.0,2254909.0
2011-05-12,1339.25,1348.75,1328.75,1347.5,,2664963.0,2190906.0
2011-05-11,1353.75,1358.25,1333.0,1338.75,,2680756.0,1571216.0
2011-05-10,1342.5,1356.5,1339.0,1353.75,,2677123.0,1666599.0
2011-05-09,1337.25,1346.25,1334.5,1342.75,,2751590.0,2673077.0
2011-05-06,1334.25,1351.75,1331.75,1334.5,,2758798.0,2915006.0
2011-05-05,1343.25,1348.75,1325.25,1335.0,,2790443.0,2382666.0
2011-05-04,1351.75,1355.0,1337.5,1343.0,,2794195.0,1674060.0
2011-05-03,1357.75,1358.5,1345.75,1352.0,,2742024.0,1707040.0
2011-05-02,1363.25,1373.5,1354.75,1357.75,,2742628.0,1272342.0
2011-04-29,1355.0,1363.75,1352.75,1359.75,,2743397.0,1706910.0
2011-04-28,1351.5,1358.5,1346.75,1355.0,,2751861.0,1386295.0
2011-04-27,1341.0,1354.25,1340.25,1351.0,,2726416.0,1386038.0
2011-04-26,1330.75,1346.25,1328.0,1341.0,,2693363.0,599322.0
2011-04-25,1330.5,1335.25,1327.25,1330.75,,2681863.0,1276072.0
2011-04-21,1328.5,1337.75,1328.0,1331.0,,2694507.0,1871971.0
2011-04-20,1308.75,1330.5,1308.5,1328.25,,2693117.0,1528995.0
2011-04-19,1301.0,1309.5,1294.0,1308.5,,2687640.0,2255340.0
2011-04-18,1318.25,1318.75,1290.5,1301.0,,2683332.0,1644200.0
2011-04-15,1310.5,1319.25,1305.75,1318.75,,2690414.0,2027796.0
2011-04-14,1309.25,1313.25,1298.25,1310.25,,2667514.0,1919662.0
2011-04-13,1308.25,1318.75,1305.0,1308.75,,2685024.0,2078928.0
2011-04-12,1320.25,1320.5,1305.25,1308.25,,2695169.0,1527470.0
2011-04-11,1325.75,1330.25,1317.0,1319.5,,2688459.0,1858868.0
2011-04-08,1328.5,1335.75,1318.75,1323.75,,2671718.0,2180272.0
2011-04-07,1329.0,1335.25,1322.25,1328.5,,2665569.0,1656416.0
2011-04-06,1327.0,1336.5,1326.0,1329.0,,2675137.0,1558287.0
2011-04-05,1329.75,1334.25,1323.0,1326.75,,2646233.0,1273974.0
2011-04-04,1327.0,1332.75,1324.5,1329.25,,2635255.0,1660075.0
2011-04-01,1321.25,1333.75,1320.5,1327.75,,2647743.0,1521964.0
2011-03-31,1324.5,1325.75,1320.5,1321.0,,2638334.0,1407633.0
2011-03-30,1316.25,1327.75,1314.75,1324.0,,2650848.0,1549071.0
2011-03-29,1302.75,1317.75,1300.25,1316.5,,2631428.0,1290490.0
2011-03-28,1309.25,1315.25,1302.0,1302.25,,2598402.0,1651563.0
2011-03-25,1304.5,1314.5,1304.0,1310.0,,2603534.0,1833298.0
2011-03-24,1292.0,1306.75,1289.25,1305.25,,2587522.0,1939892.0
2011-03-23,1287.75,1296.0,1279.0,1292.0,,2568898.0,1441789.0
2011-03-22,1292.5,1296.5,1287.5,1288.25,,2553822.0,1488232.0
2011-03-21,1276.25,1296.25,1274.75,1293.0,,2565944.0,2342198.0
2011-03-18,1268.5,1287.5,1261.5,1274.25,,2586929.0,2979478.0
2011-03-17,1254.75,1274.5,1241.25,1268.75,,2518402.0,4540281.0
2011-03-16,1274.75,1283.5,1243.25,1254.0,,2134386.0,3992352.0
2011-03-15,1290.5,1293.25,1251.0,1275.25,,1639297.0,2788791.0
2011-03-14,1298.5,1300.75,1281.0,1290.5,,1310121.0,2185696.0
2011-03-11,1289.0,1303.75,1278.5,1301.25,,945951.0,1844627.0
2011-03-10,1311.0,1312.5,1287.75,1289.5,,439021.0,269929.0
2011-03-09,1314.75,1320.0,1306.75,1310.5,,239079.0,140172.0
2011-03-08,1303.75,1321.0,1301.25,1315.25,,137428.0,58934.0
2011-03-07,1315.0,1322.0,1298.25,1304.25,,102828.0,23611.0
2011-03-04,1324.5,1329.5,1306.5,1315.5,,93800.0,24845.0
2011-03-03,1300.75,1327.0,1300.75,1324.75,,79860.0,21409.0
2011-03-02,1296.0,1308.5,1291.5,1300.75,,71943.0,16143.0
2011-03-01,1321.75,1331.25,1296.0,1296.0,,61779.0,14859.0
2011-02-28,1314.5,1324.0,1308.25,1321.0,,51535.0,13047.0
2011-02-25,1297.0,1314.75,1296.25,1313.75,,41170.0,17578.0
2011-02-24,1297.0,1305.75,1287.75,1297.75,,26992.0,5670.0
2011-02-23,1309.0,1315.25,1293.25,1300.5,,25456.0,3414.0
2011-02-22,1335.75,1337.5,1306.0,1309.5,,25061.0,1651.0
2011-02-18,1332.5,1337.75,1330.75,1337.5,,25173.0,4186.0
2011-02-17,1328.0,1335.25,1324.5,1333.0,,22784.0,1329.0
2011-02-16,1321.0,1331.0,1321.0,1328.0,,22580.0,2222.0
2011-02-15,1322.75,1323.5,1317.5,1321.5,,21705.0,785.0
2011-02-14,1322.0,1326.25,1320.0,1322.75,,21385.0,2262.0
2011-02-11,1311.0,1323.75,1306.5,1322.5,,20806.0,1062.0
2011-02-10,1313.75,1315.75,1304.0,1314.0,,20707.0,677.0
2011-02-09,1316.5,1317.25,1308.0,1314.25,,20580.0,1109.0
2011-02-08,1310.25,1317.5,1308.75,1316.75,,20131.0,768.0
2011-02-07,1301.5,1315.0,1301.5,1311.0,,19942.0,1034.0
2011-02-04,1298.0,1304.75,1293.75,1302.25,,19788.0,1011.0
2011-02-03,1295.25,1300.5,1287.5,1298.5,,19621.0,3372.0
2011-02-02,1296.5,1300.0,1293.25,1295.0,,17055.0,1455.0
2011-02-01,1277.5,1300.75,1277.0,1297.75,,16926.0,664.0
2011-01-31,1264.75,1278.75,1259.0,1277.5,,16848.0,2749.0
2011-01-28,1289.75,1294.0,1266.0,1266.5,,15312.0,594.0
2011-01-27,1288.0,1293.0,1284.5,1291.0,,15231.0,2482.0
2011-01-26,1282.0,1291.5,1282.0,1288.75,,13302.0,1040.0
2011-01-25,1283.0,1286.25,1272.75,1282.5,,12822.0,807.0
2011-01-24,1274.25,1284.25,1274.0,1283.5,,12257.0,810.0
2011-01-21,1272.75,1282.0,1268.25,1274.75,,11794.0,235.0
2011-01-20,1273.5,1275.75,1263.75,1271.25,,11749.0,423.0
2011-01-19,1290.75,1291.0,1270.5,1273.5,,11683.0,2544.0
2011-01-18,1285.0,1289.75,1278.0,1289.75,,10008.0,1529.0
2011-01-14,1279.0,1284.5,1269.5,1284.5,,8762.0,2362.0
2011-01-13,1278.25,1278.75,1272.0,1276.25,,6707.0,1719.0
2011-01-12,1266.0,1279.0,1265.75,1278.5,,5643.0,1375.0
2011-01-11,1260.5,1268.5,1259.5,1265.5,,4614.0,383.0
2011-01-10,1261.25,1262.5,1253.5,1260.5,,4537.0,581.0
2011-01-07,1263.75,1268.5,1253.25,1262.5,,4529.0,1419.0
2011-01-06,1266.5,1271.0,1262.5,1265.25,,4198.0,630.0
2011-01-05,1260.5,1268.75,1251.25,1266.75,,4092.0,1528.0
2011-01-04,1260.25,1264.5,1253.75,1260.25,,2991.0,734.0
2011-01-03,1250.75,1267.0,1250.75,1260.25,,2894.0,128.0
2010-12-31,1249.75,1252.0,1244.75,1248.0,,2863.0,469.0
2010-12-30,1251.0,1251.75,1247.5,1249.5,,2521.0,162.0
2010-12-29,1249.0,1253.0,1249.0,1250.5,,2546.0,293.0
2010-12-28,1249.5,1251.5,1247.0,1249.0,,2527.0,107.0
2010-12-27,1243.0,1248.75,1241.0,1248.25,,2549.0,272.0
2010-12-23,1250.0,1250.5,1246.0,1248.0,,2453.0,297.0
2010-12-22,1245.5,1249.5,1244.0,1249.5,,2418.0,489.0
2010-12-21,1238.0,1246.25,1238.0,1245.75,,2041.0,868.0
2010-12-20,1234.75,1240.5,1229.5,1236.25,,1952.0,899.0
2010-12-17,1233.5,1235.5,1230.75,1233.5,,1460.0,276.0
2010-12-16,1226.5,1234.25,1225.25,1233.5,,1367.0,130.0
2010-12-15,1231.25,1234.25,1224.25,1227.25,,1346.0,835.0
2010-12-14,1229.75,1236.0,1229.75,1232.0,,772.0,622.0
2010-12-13,1230.5,1236.0,1230.5,1231.25,,252.0,49.0
2010-12-10,1225.0,1231.0,1224.0,1231.0,,252.0,26.0
2010-12-09,1222.25,1228.25,1218.25,1223.0,,250.0,11.0
2010-12-08,1211.0,1218.75,1209.25,1218.75,,245.0,293.0
2010-12-07,1212.25,1225.25,1210.0,1213.25,,124.0,39.0
2010-12-06,1211.75,1214.5,1210.0,1212.0,,135.0,41.0
2010-12-03,1212.25,1217.0,1205.0,1213.5,,115.0,19.0
2010-12-02,1196.0,1213.0,1196.0,1213.0,,111.0,7.0
2010-12-01,1174.75,1196.75,1174.75,1195.0,,116.0,4.0
2010-11-30,1167.0,1175.75,1167.0,1169.75,,113.0,13.0
2010-11-29,1169.5,1179.0,1166.0,1176.5,,110.0,10.0
2010-11-26,1189.75,1189.75,1173.25,1173.25,,112.0,6.0
2010-11-24,1172.75,1186.5,1172.75,1186.5,,111.0,14.0
2010-11-23,1178.5,1178.5,1167.0,1168.25,,104.0,8.0
2010-11-22,1192.75,1192.75,1174.0,1187.75,,103.0,6.0
2010-11-19,1184.25,1188.0,1184.25,1188.0,,103.0,6.0
2010-11-18,1186.25,1187.5,1186.0,1187.5,,107.0,10.0
2010-11-17,1169.25,1171.0,1164.0,1167.5,,105.0,29.0
2010-11-16,1181.25,1182.75,1164.5,1164.5,,98.0,2.0
2010-11-15,1189.75,1189.75,1185.75,1185.75,,98.0,4.0
2010-11-12,1192.0,1192.0,1183.25,1185.5,,97.0,9.0
2010-11-11,1192.75,1203.0,1192.75,1201.25,,96.0,2.0
2010-11-10,1202.25,1204.0,1201.0,1204.0,,96.0,5.0
2010-11-09,1208.75,1214.25,1200.75,1200.75,,93.0,0.0
2010-11-08,1210.0,1210.0,1210.0,1210.0,,96.0,62.0
2010-11-05,1204.25,1213.0,1201.5,1211.75,,96.0,62.0
